skmodel,average_probs,std_probs,train_sr_all,train_sr_0,train_sr_1,train_air_1,pred_sr_all,pred_sr_0,pred_sr_1,pred_air_1,accuracy,bal_accuracy,gt_accuracy,gt_bal_accuracy,gt_sr_0,gt_sr_1,gt_sr_all,accuracy_p0,accuracy_p1,gt_accuracy_p0,gt_accuracy_p1,gt_train_cm_all,gt_train_cm_p0,gt_train_cm_p1,cm_p0,cm_p1,cm_p0_gt,cm_p1_gt,experiment_name,dataset_name,study,timestamp,sample_size,class_sep,flip_percentage,cm_p0_gt_tn,cm_p0_gt_fp,cm_p0_gt_fn,cm_p0_gt_tp,cm_p1_gt_tn,cm_p1_gt_fp,cm_p1_gt_fn,cm_p1_gt_tp,cm_p0_tn,cm_p0_fp,cm_p0_fn,cm_p0_tp,cm_p1_tn,cm_p1_fp,cm_p1_fn,cm_p1_tp,gt_train_cm_all_tn,gt_train_cm_all_fp,gt_train_cm_all_fn,gt_train_cm_all_tp,gt_train_cm_p0_tn,gt_train_cm_p0_fp,gt_train_cm_p0_fn,gt_train_cm_p0_tp,gt_train_cm_p1_tn,gt_train_cm_p1_fp,gt_train_cm_p1_fn,gt_train_cm_p1_tp,data_group,train_spd_1,train_eod_1,pred_spd_p1,pred_eod_p1,fair_index
LinearDiscriminantAnalysis,0.7167,0.0899,0.5882,0.5999,0.5121,0.8536,0.7975,0.8173,0.6688,0.8182,0.7125,0.6529235382308846,0.7125,0.6529235382308846,0.6288,0.5125,0.6133,0.6348813994390835,0.7396810506566605,0.6348813994390835,0.7396810506566605,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[136 250]
 [ 54 600]]","[[45 33]
 [ 8 74]]","[[136 250]
 [ 54 600]]","[[45 33]
 [ 8 74]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:12.808345,4000,1.0,0.0,136,250,54,600,45,33,8,74,136,250,54,600,45.0,33.0,8.0,74.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.014992168270306583,-0.14850000000000008,-0.014992168270306583,-0.08174608413515333
GradientBoostingClassifier,0.7085,0.1063,0.5882,0.5999,0.5121,0.8536,0.7858,0.8067,0.65,0.8057,0.7341666666666666,0.6785513493253373,0.7341666666666666,0.6785513493253373,0.6288,0.5125,0.6133,0.6614892807909873,0.7589118198874296,0.6614892807909873,0.7589118198874296,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[153 233]
 [ 48 606]]","[[48 30]
 [ 8 74]]","[[153 233]
 [ 48 606]]","[[48 30]
 [ 8 74]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:13.254381,4000,1.0,0.0,153,233,48,606,48,30,8,74,153,233,48,606,48.0,30.0,8.0,74.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.024166480196912032,-0.15669999999999995,-0.024166480196912032,-0.09043324009845599
MLPClassifier,0.9992,0.0136,0.5882,0.5999,0.5121,0.8536,0.9192,0.9279,0.8625,0.9295,0.6658333333333334,0.5746579835082459,0.6658333333333334,0.5746579835082459,0.6288,0.5125,0.6133,0.5683121801270776,0.6035021888680425,0.5683121801270776,0.6035021888680425,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[ 61 325]
 [ 14 640]]","[[19 59]
 [ 3 79]]","[[ 61 325]
 [ 14 640]]","[[19 59]
 [ 3 79]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:13.796279,4000,1.0,0.0,61,325,14,640,19,59,3,79,61,325,14,640,19.0,59.0,3.0,79.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.015178638024912372,-0.0653999999999999,-0.015178638024912372,-0.04028931901245614
KNeighborsClassifier,0.7362,0.142,0.5882,0.5999,0.5121,0.8536,0.7058,0.7221,0.6,0.8309,0.6391666666666667,0.5975215517241379,0.6391666666666667,0.5975215517241379,0.6288,0.5125,0.6133,0.5900912677663165,0.6225766103814885,0.5900912677663165,0.6225766103814885,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[151 235]
 [138 516]]","[[41 37]
 [23 59]]","[[151 235]
 [138 516]]","[[41 37]
 [23 59]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:13.864613,4000,1.0,0.0,151,235,138,516,41,37,23,59,151,235,138,516,41.0,37.0,23.0,59.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.06947863056612225,-0.12209999999999999,-0.06947863056612225,-0.09578931528306112
QuadraticDiscriminantAnalysis,0.9929,0.0455,0.5882,0.5999,0.5121,0.8536,0.8825,0.8942,0.8062,0.9016,0.6608333333333334,0.5781484257871065,0.6608333333333334,0.5781484257871065,0.6288,0.5125,0.6133,0.5642122609370791,0.6486866791744841,0.5642122609370791,0.6486866791744841,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[ 72 314]
 [ 38 616]]","[[27 51]
 [ 4 78]]","[[ 72 314]
 [ 38 616]]","[[27 51]
 [ 4 78]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:13.976273,4000,1.0,0.0,72,314,38,616,27,51,4,78,72,314,38,616,27.0,51.0,4.0,78.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,0.009323487730290125,-0.08799999999999997,0.009323487730290125,-0.03933825613485492
GaussianNB,0.9173,0.0589,0.5882,0.5999,0.5121,0.8536,0.7933,0.8183,0.6312,0.7714,0.7166666666666667,0.6583114692653673,0.7166666666666667,0.6583114692653673,0.6288,0.5125,0.6133,0.6377057882144158,0.7531269543464665,0.6377057882144158,0.7531269543464665,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[137 249]
 [ 52 602]]","[[49 29]
 [10 72]]","[[137 249]
 [ 52 602]]","[[49 29]
 [10 72]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:14.017488,4000,1.0,0.0,137,249,52,602,49,29,10,72,137,249,52,602,49.0,29.0,10.0,72.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.042440516148280705,-0.18710000000000004,-0.042440516148280705,-0.11477025807414037
XGBClassifier,0.7799999713897705,0.1480000019073486,0.5882,0.5999,0.5121,0.8536,0.6883,0.7077,0.5625,0.7948,0.7133333333333334,0.6798866191904048,0.7133333333333334,0.6798866191904048,0.6288,0.5125,0.6133,0.6671974774603476,0.7360850531582239,0.6671974774603476,0.7360850531582239,"[[1153    0]
 [   0 1647]]","[[ 971    0]
 [   0 1456]]","[[182   0]
 [  0 191]]","[[194 192]
 [110 544]]","[[53 25]
 [17 65]]","[[194 192]
 [110 544]]","[[53 25]
 [17 65]]",unfair,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:15:14.287649,4000,1.0,0.0,194,192,110,544,53,25,17,65,194,192,110,544,53.0,25.0,17.0,65.0,1153,0,0,1647,971.0,0.0,0.0,1456.0,182,0,0,191,1.0,-0.08779999999999999,-0.03912135451629739,-0.1452,-0.03912135451629739,-0.0921606772581487
RandomForestClassifier,0.7323,0.1392,0.5986,0.6172,0.4772,0.7732,0.6617,0.6904,0.475,0.688,0.68,0.6613122171945702,0.6825,0.6624743566825847,0.5885,0.4688,0.5725,0.6478681815405289,0.70076726342711,0.6478681815405289,0.7180392156862745,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[207 221]
 [115 497]]","[[64 28]
 [20 48]]","[[207 221]
 [115 497]]","[[62 23]
 [22 53]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:14.439252,4000,1.0,0.1,207,221,115,497,62,23,22,53,207,221,115,497,64.0,28.0,20.0,48.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.10620915032679734,-0.21540000000000004,-0.10620915032679734,-0.1608045751633987
LogisticRegression,0.6959,0.0571,0.5986,0.6172,0.4772,0.7732,0.8075,0.8365,0.6188,0.7397,0.6875,0.6491515837104073,0.6916666666666667,0.650237918911787,0.5885,0.4688,0.5725,0.6291155091320018,0.7292199488491049,0.6291155091320018,0.7458823529411764,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[135 293]
 [ 35 577]]","[[53 39]
 [ 8 60]]","[[135 293]
 [ 35 577]]","[[52 33]
 [ 9 66]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:14.522314,4000,1.0,0.1,135,293,35,577,52,33,9,66,135,293,35,577,53.0,39.0,8.0,60.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.06045751633986929,-0.2177,-0.06045751633986929,-0.13907875816993465
SVC,0.602,0.1306,0.5986,0.6172,0.4772,0.7732,1.0,1.0,1.0,1.0,0.5666666666666667,0.5,0.5725,0.5,0.5885,0.4688,0.5725,0.5,0.5,0.5,0.5,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[  0 428]
 [  0 612]]","[[ 0 92]
 [ 0 68]]","[[  0 428]
 [  0 612]]","[[ 0 85]
 [ 0 75]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:14.721543,4000,1.0,0.1,0,428,0,612,0,85,0,75,0,428,0,612,0.0,92.0,0.0,68.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7185,0.0908,0.5986,0.6172,0.4772,0.7732,0.7983,0.826,0.6188,0.7491,0.6833333333333333,0.6461538461538462,0.6875,0.6473394792172085,0.5885,0.4688,0.5725,0.6260842343167796,0.7292199488491049,0.6260842343167796,0.7458823529411764,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[138 290]
 [ 43 569]]","[[53 39]
 [ 8 60]]","[[138 290]
 [ 43 569]]","[[52 33]
 [ 9 66]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:14.781754,4000,1.0,0.1,138,290,43,569,52,33,9,66,138,290,43,569,53.0,39.0,8.0,60.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.04738562091503273,-0.20719999999999994,-0.04738562091503273,-0.12729281045751634
GradientBoostingClassifier,0.7142,0.1103,0.5986,0.6172,0.4772,0.7732,0.7792,0.8067,0.6,0.7437,0.7058333333333333,0.6716628959276019,0.7116666666666667,0.6748640159350341,0.5885,0.4688,0.5725,0.6554043735874412,0.7327365728900256,0.6554043735874412,0.7635294117647059,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[161 267]
 [ 40 572]]","[[55 37]
 [ 9 59]]","[[161 267]
 [ 40 572]]","[[55 30]
 [ 9 66]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:15.298484,4000,1.0,0.1,161,267,40,572,55,30,9,66,161,267,40,572,55.0,37.0,9.0,59.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.06699346405228757,-0.2067,-0.06699346405228757,-0.13684673202614378
MLPClassifier,1.0,0.0,0.5986,0.6172,0.4772,0.7732,0.0,0.0,0.0,,0.4333333333333333,0.5,0.4275,0.5,0.5885,0.4688,0.5725,0.5,0.5,0.5,0.5,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[428   0]
 [612   0]]","[[92  0]
 [68  0]]","[[428   0]
 [612   0]]","[[85  0]
 [75  0]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:15.827995,4000,1.0,0.1,428,0,612,0,85,0,75,0,428,0,612,0,92.0,0.0,68.0,0.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,0.0,0.0,0.0,0.0
KNeighborsClassifier,0.7362,0.1448,0.5986,0.6172,0.4772,0.7732,0.7058,0.726,0.575,0.7921,0.6308333333333334,0.6052601809954752,0.6333333333333333,0.6057100538828877,0.5885,0.4688,0.5725,0.5967030114226376,0.6265984654731458,0.5967030114226376,0.6364705882352941,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[166 262]
 [119 493]]","[[49 43]
 [19 49]]","[[166 262]
 [119 493]]","[[47 38]
 [21 54]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:15.899781,4000,1.0,0.1,166,262,119,493,47,38,21,54,166,262,119,493,49.0,43.0,19.0,49.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.08496732026143794,-0.15100000000000002,-0.08496732026143794,-0.11798366013071898
QuadraticDiscriminantAnalysis,0.9993,0.012,0.5986,0.6172,0.4772,0.7732,0.9583,0.9644,0.9188,0.9526,0.5883333333333334,0.5277149321266968,0.5941666666666666,0.5283034125828885,0.5885,0.4688,0.5725,0.5233721214342435,0.545076726342711,0.5233721214342435,0.5513725490196079,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[ 27 401]
 [ 10 602]]","[[11 81]
 [ 2 66]]","[[ 27 401]
 [ 10 602]]","[[11 74]
 [ 2 73]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:16.021908,4000,1.0,0.1,27,401,10,602,11,74,2,73,27,401,10,602,11.0,81.0,2.0,66.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.013071895424836555,-0.045600000000000085,-0.013071895424836555,-0.02933594771241832
GaussianNB,0.9072,0.0653,0.5986,0.6172,0.4772,0.7732,0.7933,0.825,0.5875,0.7121,0.685,0.6485294117647059,0.6891666666666667,0.6497825106191,0.5885,0.4688,0.5725,0.6292376763789628,0.7180306905370843,0.6292376763789628,0.7376470588235293,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[140 288]
 [ 42 570]]","[[55 37]
 [11 57]]","[[140 288]
 [ 42 570]]","[[54 31]
 [12 63]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:16.066955,4000,1.0,0.1,140,288,42,570,54,31,12,63,140,288,42,570,55.0,37.0,11.0,57.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.09313725490196079,-0.23749999999999993,-0.09313725490196079,-0.16531862745098036
XGBClassifier,0.7795000076293945,0.1438000053167343,0.5986,0.6172,0.4772,0.7732,0.6808,0.7087,0.5,0.7056,0.7141666666666666,0.6934954751131222,0.7183333333333334,0.6962384126254502,0.5885,0.4688,0.5725,0.6772875816993464,0.7557544757033248,0.6772875816993464,0.7823529411764706,"[[1104    0]
 [  20 1676]]","[[ 929    0]
 [   0 1498]]","[[175   0]
 [ 20 178]]","[[214 214]
 [ 89 523]]","[[66 26]
 [14 54]]","[[214 214]
 [ 89 523]]","[[65 20]
 [15 60]]",unfair,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:15:16.347821,4000,1.0,0.1,214,214,89,523,65,20,15,60,214,214,89,523,66.0,26.0,14.0,54.0,1104,0,20,1676,929.0,0.0,0.0,1498.0,175,0,20,178,1.0,-0.13999999999999996,-0.06045751633986929,-0.2087,-0.06045751633986929,-0.13457875816993464
RandomForestClassifier,0.7361,0.1354,0.5836,0.6102,0.4102,0.6722,0.6708,0.7077,0.4312,0.6094,0.675,0.6517558230643208,0.6766666666666666,0.6506022365915103,0.6048,0.5,0.5908,0.6344891477995815,0.6874597034171502,0.6344891477995815,0.70625,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[187 224]
 [117 512]]","[[68 26]
 [23 43]]","[[187 224]
 [117 512]]","[[62 18]
 [29 51]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:16.500909,4000,1.0,0.2,187,224,117,512,62,18,29,51,187,224,117,512,68.0,26.0,23.0,43.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.16247530953413314,-0.27649999999999997,-0.16247530953413314,-0.21948765476706655
LogisticRegression,0.6956,0.0679,0.5836,0.6102,0.4102,0.6722,0.8008,0.824,0.65,0.7888,0.68,0.6357717786167105,0.6866666666666666,0.6365208448835025,0.6048,0.5,0.5908,0.6220548586370828,0.6818181818181819,0.6220548586370828,0.7,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[133 278]
 [ 50 579]]","[[47 47]
 [ 9 57]]","[[133 278]
 [ 50 579]]","[[44 36]
 [12 68]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:16.581971,4000,1.0,0.2,133,278,50,579,44,36,12,68,133,278,50,579,47.0,47.0,9.0,57.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.05687238040179221,-0.17399999999999993,-0.05687238040179221,-0.11543619020089607
SVC,0.5784,0.1467,0.5836,0.6102,0.4102,0.6722,1.0,1.0,1.0,1.0,0.5791666666666667,0.5,0.5908333333333333,0.5,0.6048,0.5,0.5908,0.5,0.5,0.5,0.5,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[  0 411]
 [  0 629]]","[[ 0 94]
 [ 0 66]]","[[  0 411]
 [  0 629]]","[[ 0 80]
 [ 0 80]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:16.816327,4000,1.0,0.2,0,411,0,629,0,80,0,80,0,411,0,629,0.0,94.0,0.0,66.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7136,0.0993,0.5836,0.6102,0.4102,0.6722,0.7642,0.8048,0.5,0.6213,0.675,0.6365980482940381,0.6783333333333333,0.6347915511649752,0.6048,0.5,0.5908,0.6121909801600656,0.7063185041908446,0.6121909801600656,0.725,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[136 275]
 [ 67 562]]","[[63 31]
 [17 49]]","[[136 275]
 [ 67 562]]","[[58 22]
 [22 58]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:16.879359,4000,1.0,0.2,136,275,67,562,58,22,22,58,136,275,67,562,63.0,31.0,17.0,49.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.15105747458688634,-0.30479999999999996,-0.15105747458688634,-0.22792873729344315
GradientBoostingClassifier,0.7133,0.1137,0.5836,0.6102,0.4102,0.6722,0.76,0.801,0.4938,0.6164,0.7091666666666666,0.6723199658095306,0.7141666666666666,0.6726306234362388,0.6048,0.5,0.5908,0.6472290237854859,0.7503223726627981,0.6472290237854859,0.78125,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[155 256]
 [ 52 577]]","[[67 27]
 [14 52]]","[[155 256]
 [ 52 577]]","[[63 17]
 [18 62]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:17.360425,4000,1.0,0.2,155,256,52,577,63,17,18,62,155,256,52,577,67.0,27.0,14.0,52.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.12945030592089424,-0.30720000000000003,-0.12945030592089424,-0.21832515296044713
MLPClassifier,0.9992,0.0136,0.5836,0.6102,0.4102,0.6722,0.8375,0.8644,0.6625,0.7664,0.6716666666666666,0.621269321176722,0.6783333333333333,0.6210146530353127,0.6048,0.5,0.5908,0.6011318317028922,0.696969696969697,0.6011318317028922,0.7125,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[106 305]
 [ 35 594]]","[[47 47]
 [ 7 59]]","[[106 305]
 [ 35 594]]","[[44 36]
 [10 70]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:17.823088,4000,1.0,0.2,106,305,35,594,44,36,10,70,106,305,35,594,47.0,47.0,7.0,59.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.05041672688731513,-0.20189999999999997,-0.05041672688731513,-0.12615836344365755
KNeighborsClassifier,0.7333,0.1476,0.5836,0.6102,0.4102,0.6722,0.6792,0.6923,0.5938,0.8576,0.6166666666666667,0.5905691288553315,0.6216666666666667,0.5921595776157004,0.6048,0.5,0.5908,0.5795299378382247,0.6394261766602192,0.5795299378382247,0.65625,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[166 245]
 [154 475]]","[[49 45]
 [16 50]]","[[166 245]
 [154 475]]","[[45 35]
 [20 60]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:17.911235,4000,1.0,0.2,166,245,154,475,45,35,20,60,166,245,154,475,49.0,45.0,16.0,50.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,0.0024088259382376576,-0.09850000000000003,0.0024088259382376576,-0.04804558703088119
QuadraticDiscriminantAnalysis,0.9997,0.0068,0.5836,0.6102,0.4102,0.6722,0.9442,0.9538,0.8812,0.9239,0.5966666666666667,0.5270175938457156,0.6066666666666667,0.5268629405461925,0.6048,0.5,0.5908,0.5201764667200477,0.5494842037395229,0.5201764667200477,0.55625,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[ 29 382]
 [ 19 610]]","[[15 79]
 [ 4 62]]","[[ 29 382]
 [ 19 610]]","[[14 66]
 [ 5 75]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:18.056059,4000,1.0,0.2,29,382,19,610,14,66,5,75,29,382,19,610,15.0,79.0,4.0,62.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.030399383340559805,-0.0726,-0.030399383340559805,-0.0514996916702799
GaussianNB,0.9228,0.0564,0.5836,0.6102,0.4102,0.6722,0.7875,0.8125,0.625,0.7692,0.6766666666666666,0.6345181280718,0.6833333333333333,0.6355786383391886,0.6048,0.5,0.5908,0.620561738208797,0.6773049645390071,0.620561738208797,0.7,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[137 274]
 [ 58 571]]","[[49 45]
 [11 55]]","[[137 274]
 [ 58 571]]","[[46 34]
 [14 66]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:18.093132,4000,1.0,0.2,137,274,58,571,46,34,14,66,137,274,58,571,49.0,45.0,11.0,55.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.07445680975092739,-0.1875,-0.07445680975092739,-0.1309784048754637
XGBClassifier,0.7853000164031982,0.1463000029325485,0.5836,0.6102,0.4102,0.6722,0.675,0.7163,0.4062,0.5671,0.6825,0.6587719923071444,0.6858333333333333,0.6592989753503831,0.6048,0.5,0.5908,0.6396319032643636,0.6958413926499033,0.6396319032643636,0.73125,"[[1126    0]
 [  40 1634]]","[[ 946    0]
 [   0 1481]]","[[180   0]
 [ 40 153]]","[[186 225]
 [109 520]]","[[71 23]
 [24 42]]","[[186 225]
 [109 520]]","[[66 14]
 [29 51]]",unfair,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:15:18.366347,4000,1.0,0.2,186,225,109,520,66,14,29,51,186,225,109,520,71.0,23.0,24.0,42.0,1126,0,40,1634,946.0,0.0,0.0,1481.0,180,0,40,153,1.0,-0.19999999999999996,-0.19034542563954326,-0.31010000000000004,-0.19034542563954326,-0.25022271281977165
RandomForestClassifier,0.7279,0.1411,0.5821,0.6123,0.3861,0.6305,0.6683,0.7115,0.3875,0.5446,0.6816666666666666,0.6638257575757576,0.6858333333333333,0.6620902289600599,0.6,0.4812,0.5842,0.6602564102564102,0.5505952380952381,0.6602564102564102,0.6146925363792833,"[[1118    0]
 [  52 1630]]","[[ 941    0]
 [   0 1486]]","[[177   0]
 [ 52 144]]","[[200 216]
 [100 524]]","[[72 40]
 [26 22]]","[[200 216]
 [100 524]]","[[60 23]
 [38 39]]",unfair,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:15:18.517505,4000,1.0,0.3,200,216,100,524,60,23,38,39,200,216,100,524,72.0,40.0,26.0,22.0,1118,0,52,1630,941.0,0.0,0.0,1486.0,177,0,52,144,1.0,-0.22619999999999996,-0.38141025641025644,-0.324,-0.38141025641025644,-0.3527051282051282
LogisticRegression,0.6832,0.0576,0.5821,0.6123,0.3861,0.6305,0.8067,0.8298,0.6562,0.7908,0.6816666666666666,0.6469832251082251,0.6958333333333333,0.6484166621402577,0.6,0.4812,0.5842,0.6346153846153846,0.6860119047619048,0.6346153846153846,0.7061492724143326,"[[1118    0]
 [  52 1630]]","[[ 941    0]
 [   0 1486]]","[[177   0]
 [ 52 144]]","[[138 278]
 [ 39 585]]","[[51 61]
 [ 4 44]]","[[138 278]
 [ 39 585]]","[[45 38]
 [10 67]]",unfair,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:15:18.598052,4000,1.0,0.3,138,278,39,585,45,38,10,67,138,278,39,585,51.0,61.0,4.0,44.0,1118,0,52,1630,941.0,0.0,0.0,1486.0,177,0,52,144,1.0,-0.22619999999999996,-0.02083333333333337,-0.17359999999999998,-0.02083333333333337,-0.09721666666666667
SVC,0.582,0.133,0.5821,0.6123,0.3861,0.6305,1.0,1.0,1.0,1.0,0.56,0.5,0.5841666666666666,0.5,0.6,0.4812,0.5842,0.5,0.5,0.5,0.5,"[[1118    0]
 [  52 1630]]","[[ 941    0]
 [   0 1486]]","[[177   0]
 [ 52 144]]","[[  0 416]
 [  0 624]]","[[  0 112]
 [  0  48]]","[[  0 416]
 [  0 624]]","[[ 0 83]
 [ 0 77]]",unfair,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:15:18.849453,4000,1.0,0.3,0,416,0,624,0,83,0,77,0,416,0,624,0.0,112.0,0.0,48.0,1118,0,52,1630,941.0,0.0,0.0,1486.0,177,0,52,144,1.0,-0.22619999999999996,0.0,0.0,0.0,0.0
